EVENT_ID,SERIES_ID,EVENT_NAME,EVENT_STATUS,ANNUAL_OR_RECURRING,FIRST_YEAR,CATEGORY,SUBCATEGORY,START_DATE,END_DATE,DAY_OF_WEEK,START_TIME,END_TIME,TIME_NOTES,BOROUGH,NEIGHBORHOOD,VENUE,FULL_ADDRESS,STREET_NAME,STREET_FROM,STREET_TO,CROSS_STREETS,ZIP_CODE,LATITUDE,LONGITUDE,GOOGLE_MAPS_URL,APPLE_MAPS_URL,NEAREST_SUBWAY,NEAREST_BUS,PARKING_NOTES,ADMISSION,TICKET_URL,ESTIMATED_ATTENDANCE,EXPECTED_CROWD,PHOTO_VALUE,NEWS_VALUE,BEST_SHOOTING_TIME,PHOTO_SUBJECTS,GOLDEN_HOUR_NOTES,BLUE_HOUR_NOTES,PRESS_CREDENTIAL_NOTES,DRONE_NOTES,LIVE_MUSIC,FOOD_VENDORS,RIDES,PARADE,PROCESSION,FIREWORKS,ORGANIZER,OFFICIAL_WEBSITE,OFFICIAL_SOCIAL_MEDIA,PERMIT_ID,PERMIT_AGENCY,PRIMARY_SOURCE,SECONDARY_SOURCE,ADDITIONAL_SOURCES,SOURCE_CONFIDENCE,LAST_VERIFIED,RESEARCH_NOTES
NYC-2026-MN-000259,WSP-ART-MEETS-BOOKS-2026,Art Meets Books at Washington Square Park,Confirmed,Annual / Returning,Unknown,Family Program,Outdoor reading and art workshop,2026-07-30,2026-07-30,Thursday,15:00,17:00,"Official NYC Parks recurrence: every Thursday through August 27, 2026.",Manhattan,Greenwich Village,"Large Playground, Washington Square Park","Washington Square Park, New York, NY 10012",Unknown,Unknown,Unknown,Unknown,10012,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=Washington+Square+Park%2C+New+York%2C+NY+10012,https://maps.apple.com/?q=Washington+Square+Park%2C+New+York%2C+NY+10012,Unknown,Unknown,Unknown,Free,Unknown,Unknown,Small to medium,3,2,Opening activity and active artmaking period,"Children reading, artmaking, artist instruction, library staff and Washington Square Park setting",Unknown,Unknown,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,No,No,No,No,No,No,New York Public Library Hudson Park Library and The Portable Museum Project,https://www.nypl.org/events/programs/2026/08/06/art-meets-books-washington-square-park,Unknown,Unknown,Unknown,https://www.nycgovparks.org/parks/washington-square-park/events/2026/07/23/art-meets-books,https://www.nypl.org/events/programs/2026/08/06/art-meets-books-washington-square-park,https://www.washingtonsqpark.org/press/the-washington-square-park-conservancy-unveils-full-2026-schedule-of-free-public-programs,High,2026-07-16,Official NYC Parks listing confirms Thursday recurrence through August 27; NYPL confirms the 3–5 PM outdoor format and large-playground location.
NYC-2026-MN-000260,WSP-ART-MEETS-BOOKS-2026,Art Meets Books at Washington Square Park,Confirmed,Annual / Returning,Unknown,Family Program,Outdoor reading and art workshop,2026-08-06,2026-08-06,Thursday,15:00,17:00,"Official NYC Parks recurrence: every Thursday through August 27, 2026.",Manhattan,Greenwich Village,"Large Playground, Washington Square Park","Washington Square Park, New York, NY 10012",Unknown,Unknown,Unknown,Unknown,10012,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=Washington+Square+Park%2C+New+York%2C+NY+10012,https://maps.apple.com/?q=Washington+Square+Park%2C+New+York%2C+NY+10012,Unknown,Unknown,Unknown,Free,Unknown,Unknown,Small to medium,3,2,Opening activity and active artmaking period,"Children reading, artmaking, artist instruction, library staff and Washington Square Park setting",Unknown,Unknown,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,No,No,No,No,No,No,New York Public Library Hudson Park Library and The Portable Museum Project,https://www.nypl.org/events/programs/2026/08/06/art-meets-books-washington-square-park,Unknown,Unknown,Unknown,https://www.nycgovparks.org/parks/washington-square-park/events/2026/07/23/art-meets-books,https://www.nypl.org/events/programs/2026/08/06/art-meets-books-washington-square-park,https://www.washingtonsqpark.org/press/the-washington-square-park-conservancy-unveils-full-2026-schedule-of-free-public-programs,High,2026-07-16,Official NYC Parks listing confirms Thursday recurrence through August 27; NYPL confirms the 3–5 PM outdoor format and large-playground location.
NYC-2026-MN-000261,WSP-ART-MEETS-BOOKS-2026,Art Meets Books at Washington Square Park,Confirmed,Annual / Returning,Unknown,Family Program,Outdoor reading and art workshop,2026-08-13,2026-08-13,Thursday,15:00,17:00,"Official NYC Parks recurrence: every Thursday through August 27, 2026.",Manhattan,Greenwich Village,"Large Playground, Washington Square Park","Washington Square Park, New York, NY 10012",Unknown,Unknown,Unknown,Unknown,10012,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=Washington+Square+Park%2C+New+York%2C+NY+10012,https://maps.apple.com/?q=Washington+Square+Park%2C+New+York%2C+NY+10012,Unknown,Unknown,Unknown,Free,Unknown,Unknown,Small to medium,3,2,Opening activity and active artmaking period,"Children reading, artmaking, artist instruction, library staff and Washington Square Park setting",Unknown,Unknown,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,No,No,No,No,No,No,New York Public Library Hudson Park Library and The Portable Museum Project,https://www.nypl.org/events/programs/2026/08/06/art-meets-books-washington-square-park,Unknown,Unknown,Unknown,https://www.nycgovparks.org/parks/washington-square-park/events/2026/07/23/art-meets-books,https://www.nypl.org/events/programs/2026/08/06/art-meets-books-washington-square-park,https://www.washingtonsqpark.org/press/the-washington-square-park-conservancy-unveils-full-2026-schedule-of-free-public-programs,High,2026-07-16,Official NYC Parks listing confirms Thursday recurrence through August 27; NYPL confirms the 3–5 PM outdoor format and large-playground location.
NYC-2026-MN-000262,WSP-ART-MEETS-BOOKS-2026,Art Meets Books at Washington Square Park,Confirmed,Annual / Returning,Unknown,Family Program,Outdoor reading and art workshop,2026-08-20,2026-08-20,Thursday,15:00,17:00,"Official NYC Parks recurrence: every Thursday through August 27, 2026.",Manhattan,Greenwich Village,"Large Playground, Washington Square Park","Washington Square Park, New York, NY 10012",Unknown,Unknown,Unknown,Unknown,10012,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=Washington+Square+Park%2C+New+York%2C+NY+10012,https://maps.apple.com/?q=Washington+Square+Park%2C+New+York%2C+NY+10012,Unknown,Unknown,Unknown,Free,Unknown,Unknown,Small to medium,3,2,Opening activity and active artmaking period,"Children reading, artmaking, artist instruction, library staff and Washington Square Park setting",Unknown,Unknown,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,No,No,No,No,No,No,New York Public Library Hudson Park Library and The Portable Museum Project,https://www.nypl.org/events/programs/2026/08/06/art-meets-books-washington-square-park,Unknown,Unknown,Unknown,https://www.nycgovparks.org/parks/washington-square-park/events/2026/07/23/art-meets-books,https://www.nypl.org/events/programs/2026/08/06/art-meets-books-washington-square-park,https://www.washingtonsqpark.org/press/the-washington-square-park-conservancy-unveils-full-2026-schedule-of-free-public-programs,High,2026-07-16,Official NYC Parks listing confirms Thursday recurrence through August 27; NYPL confirms the 3–5 PM outdoor format and large-playground location.
NYC-2026-MN-000263,WSP-ART-MEETS-BOOKS-2026,Art Meets Books at Washington Square Park,Confirmed,Annual / Returning,Unknown,Family Program,Outdoor reading and art workshop,2026-08-27,2026-08-27,Thursday,15:00,17:00,"Official NYC Parks recurrence: every Thursday through August 27, 2026.",Manhattan,Greenwich Village,"Large Playground, Washington Square Park","Washington Square Park, New York, NY 10012",Unknown,Unknown,Unknown,Unknown,10012,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=Washington+Square+Park%2C+New+York%2C+NY+10012,https://maps.apple.com/?q=Washington+Square+Park%2C+New+York%2C+NY+10012,Unknown,Unknown,Unknown,Free,Unknown,Unknown,Small to medium,3,2,Opening activity and active artmaking period,"Children reading, artmaking, artist instruction, library staff and Washington Square Park setting",Unknown,Unknown,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,No,No,No,No,No,No,New York Public Library Hudson Park Library and The Portable Museum Project,https://www.nypl.org/events/programs/2026/08/06/art-meets-books-washington-square-park,Unknown,Unknown,Unknown,https://www.nycgovparks.org/parks/washington-square-park/events/2026/07/23/art-meets-books,https://www.nypl.org/events/programs/2026/08/06/art-meets-books-washington-square-park,https://www.washingtonsqpark.org/press/the-washington-square-park-conservancy-unveils-full-2026-schedule-of-free-public-programs,High,2026-07-16,Official NYC Parks listing confirms Thursday recurrence through August 27; NYPL confirms the 3–5 PM outdoor format and large-playground location.
NYC-2026-BK-000145,TEEN-VOGUE-FEST-2026,Teen Vogue Fest 2026,Confirmed,Annual / Returning,Unknown,Convention,"Youth culture, media, fashion and career festival",2026-07-25,2026-07-25,Saturday,Unknown,Unknown,Official site describes a full-day experience; exact public hours were not stated on the reviewed landing page.,Brooklyn,Brooklyn Navy Yard,Duggal Greenhouse,"Duggal Greenhouse, Brooklyn Navy Yard, Brooklyn, NY",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=Duggal+Greenhouse%2C+Brooklyn+Navy+Yard%2C+Brooklyn%2C+NY,https://maps.apple.com/?q=Duggal+Greenhouse%2C+Brooklyn+Navy+Yard%2C+Brooklyn%2C+NY,Unknown,Unknown,Unknown,Ticketed,https://events.teenvogue.com/,Unknown,Large,5,4,"Arrival, headline conversations, musical performances and networking activations","Celebrities, creators, youth culture, panels, mentorship, fashion, music, food trucks and audience reactions",Unknown,Unknown,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,Yes,Yes,No,No,No,No,Teen Vogue / Condé Nast,https://events.teenvogue.com/,Unknown,Unknown,Unknown,https://events.teenvogue.com/,Unknown,Unknown,High,2026-07-16,"Official Teen Vogue Fest site confirms Saturday, July 25, 2026 at Duggal Greenhouse in Brooklyn and describes the event as a full-day ticketed experience."
NYC-2026-MN-000264,SOH-FLY-NYC-2026,Summer on the Hudson: Fly NYC,Confirmed,Annual / Returning,Unknown,Community Festival,Kite festival and outdoor concert,2026-08-15,2026-08-15,Saturday,12:00,17:00,Unknown,Manhattan,Riverside South,"Pier I, Riverside Park South","Pier I, Riverside Park South, Manhattan, NY",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=Pier+I%2C+Riverside+Park+South%2C+Manhattan%2C+NY,https://maps.apple.com/?q=Pier+I%2C+Riverside+Park+South%2C+Manhattan%2C+NY,Unknown,Unknown,Unknown,Free,Unknown,Unknown,Large,5,3,Midday kite activity and late-afternoon waterfront light,"Kites, children, families, musicians, waterfront, sky and public recreation",Late-afternoon Hudson River light can strengthen wide scenes.,Event ends before blue hour.,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,Yes,No,No,No,No,No,Summer on the Hudson / Riverside Park Conservancy,https://www.nycgovparks.org/events/2026/08/15/fly-nyc,Unknown,Unknown,Unknown,https://www.nycgovparks.org/events/2026/08/15/fly-nyc,Unknown,Unknown,High,2026-07-16,"Official NYC Parks listing confirms August 15, 2026, noon–5 PM, free admission and Pier I in Riverside Park South."
NYC-2026-MN-000265,SOH-WEST-SIDE-COUNTY-FAIR-2026,Summer on the Hudson: West Side County Fair,Confirmed,Annual / Returning,Unknown,Community Festival,"County fair, carnival and live music",2026-09-06,2026-09-06,Sunday,13:00,18:00,"Rain date: September 13, 2026, 1–6 PM.",Manhattan,Riverside South,"Pier I, Riverside Park South","Pier I, Riverside Park South, Manhattan, NY",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=Pier+I%2C+Riverside+Park+South%2C+Manhattan%2C+NY,https://maps.apple.com/?q=Pier+I%2C+Riverside+Park+South%2C+Manhattan%2C+NY,Unknown,Unknown,Unknown,Free,Unknown,"Approximately 8,000 (secondary vendor-organizer estimate)",Large,5,4,"Opening crowd, carnival action, sideshow performances and late-afternoon waterfront light","Live bands, sideshow performers, carnival rides, games, local vendors, cotton candy and families",Late-afternoon waterfront and carnival scenes offer strong feature photography.,Event ends near sunset; blue-hour potential depends on schedule and weather.,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,Yes,Yes,Yes,No,No,No,Summer on the Hudson / Riverside Park Conservancy,https://www.nycgovparks.org/events/2026/09/06/west-side-county-fair,Unknown,Unknown,Unknown,https://www.nycgovparks.org/events/2026/09/06/west-side-county-fair,https://nyhandmadecollective.org/team-payments/p/west-side-county-fair-market-full-booth-september-6-2026,Unknown,High,2026-07-16,"Official NYC Parks listing confirms September 6, 1–6 PM and September 13 rain date. Secondary vendor page estimates approximately 8,000 attendees and confirms Pier I at West 70th Street."
NYC-2026-QN-000140,QUEENS-JAZZ-TRAIL-BRASS-QUEENS-2026,Queens Jazz Trail Concert: The Brass Queens,Confirmed,Annual / Returning,Unknown,Outdoor Concert,Queens Jazz Trail Concert Series,2026-08-20,2026-08-20,Thursday,19:00,20:00,Unknown,Queens,Fresh Meadows,Cunningham Park Parking Lot,"Cunningham Park, Fresh Meadows, Queens, NY",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=Cunningham+Park%2C+Fresh+Meadows%2C+Queens%2C+NY,https://maps.apple.com/?q=Cunningham+Park%2C+Fresh+Meadows%2C+Queens%2C+NY,Unknown,Unknown,Unknown,Free,Unknown,Unknown,Medium,4,3,Performance opening and peak audience dance response,"Female-led brass band, dancers, audience, instruments and Queens park setting",Evening park light may coincide with the concert opening.,Stage and crowd atmosphere may continue into early blue hour.,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,Yes,No,No,No,No,No,"Kupferberg Center for the Arts, Flushing Town Hall, Louis Armstrong House Museum and NYC Parks",https://www.nycgovparks.org/events/2026/08/20/queens-jazz-trail-concert-the-brass-queens,Unknown,Unknown,Unknown,https://www.nycgovparks.org/events/2026/08/20/queens-jazz-trail-concert-the-brass-queens,https://www.nycgovparks.org/parks/cunningham-park/events,Unknown,High,2026-07-16,"Official Cunningham Park calendar confirms August 20, 2026, 7–8 PM at the Cunningham Park Parking Lot and free admission."
NYC-2026-MN-000266,BRYANT-PICNIC-ACCORDION-2026,Bryant Park Picnic Performance: Accordion Festival,Confirmed,Annual / Returning,Unknown,Outdoor Concert,Accordion and global music festival,2026-08-28,2026-08-28,Friday,19:00,22:00,Official listing; end time left Unknown when not published in the reviewed source.,Manhattan,Midtown,Bryant Park Lawn,"Bryant Park, New York, NY 10018",Unknown,Unknown,Unknown,Unknown,10018,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=Bryant+Park%2C+New+York%2C+NY+10018,https://maps.apple.com/?q=Bryant+Park%2C+New+York%2C+NY+10018,Unknown,Unknown,Unknown,Free,Unknown,Unknown,Large,5,3,"Lawn opening, performance start, crowd peak and evening skyline light","Live musicians, dancers, picnic audience and Bryant Park skyline",Open lawn and Midtown skyline provide strong late-day light.,Stage lighting and skyline become stronger after sunset.,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,Yes,No,No,No,No,No,Bryant Park Corporation / presenting cultural partners,https://bryantpark.org/activities/picnic-performances,Unknown,Unknown,Unknown,https://www.nycgovparks.org/events/2026/08/28/bryant-park-picnic-performance-accordion-festival-jourdan-th,https://bryantpark.org/activities/picnic-performances,Unknown,High,2026-07-16,"Official NYC Parks/Bryant Park listings confirm the 2026 date, Bryant Park Lawn location and free admission. Unpublished end times remain Unknown."
NYC-2026-MN-000267,BRYANT-PICNIC-SUNSET-CIRCUS-2026,Bryant Park Picnic Performance: Parallel Exit — Sunset Circus,Confirmed,Annual / Returning,Unknown,Public Performance,Outdoor circus and physical theater,2026-08-29,2026-08-29,Saturday,17:00,18:00,Official listing; end time left Unknown when not published in the reviewed source.,Manhattan,Midtown,Bryant Park Lawn,"Bryant Park, New York, NY 10018",Unknown,Unknown,Unknown,Unknown,10018,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=Bryant+Park%2C+New+York%2C+NY+10018,https://maps.apple.com/?q=Bryant+Park%2C+New+York%2C+NY+10018,Unknown,Unknown,Unknown,Free,Unknown,Unknown,Large,5,3,"Lawn opening, performance start, crowd peak and evening skyline light","Circus performers, acrobatics, families, audience reactions and park atmosphere",Open lawn and Midtown skyline provide strong late-day light.,Stage lighting and skyline become stronger after sunset.,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,Unknown,No,No,No,No,No,Bryant Park Corporation / presenting cultural partners,https://bryantpark.org/activities/picnic-performances,Unknown,Unknown,Unknown,https://www.nycgovparks.org/events/2026/08/29/bryant-park-picnic-performance-parallel-exit-sunset-circus,https://bryantpark.org/activities/picnic-performances,Unknown,High,2026-07-16,"Official NYC Parks/Bryant Park listings confirm the 2026 date, Bryant Park Lawn location and free admission. Unpublished end times remain Unknown."
NYC-2026-MN-000268,BRYANT-PICNIC-A4-2026,Bryant Park Picnic Performance: Asian American Arts Alliance — Grace Kelly and Ashni,Confirmed,Annual / Returning,Unknown,Outdoor Concert,Asian American music showcase,2026-09-03,2026-09-03,Thursday,19:00,21:00,Official listing; end time left Unknown when not published in the reviewed source.,Manhattan,Midtown,Bryant Park Lawn,"Bryant Park, New York, NY 10018",Unknown,Unknown,Unknown,Unknown,10018,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=Bryant+Park%2C+New+York%2C+NY+10018,https://maps.apple.com/?q=Bryant+Park%2C+New+York%2C+NY+10018,Unknown,Unknown,Unknown,Free,Unknown,Unknown,Large,5,3,"Lawn opening, performance start, crowd peak and evening skyline light","Live performers, audience, instruments, picnic culture and skyline",Open lawn and Midtown skyline provide strong late-day light.,Stage lighting and skyline become stronger after sunset.,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,Yes,No,No,No,No,No,Bryant Park Corporation / presenting cultural partners,https://bryantpark.org/activities/picnic-performances,Unknown,Unknown,Unknown,https://www.nycgovparks.org/events/festivals,https://bryantpark.org/activities/picnic-performances,Unknown,High,2026-07-16,"Official NYC Parks/Bryant Park listings confirm the 2026 date, Bryant Park Lawn location and free admission. Unpublished end times remain Unknown."
NYC-2026-MN-000269,BRYANT-PICNIC-BRASS-FEST-2026,"Bryant Park Picnic Performance: Brass Festival — New Breed Brass Band, Aberdeen and Brass Queens",Confirmed,Annual / Returning,Unknown,Outdoor Concert,Brass music festival,2026-09-04,2026-09-04,Friday,19:00,21:30,Official listing; end time left Unknown when not published in the reviewed source.,Manhattan,Midtown,Bryant Park Lawn,"Bryant Park, New York, NY 10018",Unknown,Unknown,Unknown,Unknown,10018,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=Bryant+Park%2C+New+York%2C+NY+10018,https://maps.apple.com/?q=Bryant+Park%2C+New+York%2C+NY+10018,Unknown,Unknown,Unknown,Free,Unknown,Unknown,Large,5,3,"Lawn opening, performance start, crowd peak and evening skyline light","Brass bands, dancers, audience reactions, instruments and park atmosphere",Open lawn and Midtown skyline provide strong late-day light.,Stage lighting and skyline become stronger after sunset.,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,Yes,No,No,No,No,No,Bryant Park Corporation / presenting cultural partners,https://bryantpark.org/activities/picnic-performances,Unknown,Unknown,Unknown,https://www.nycgovparks.org/events/festivals,https://bryantpark.org/activities/picnic-performances,Unknown,High,2026-07-16,"Official NYC Parks/Bryant Park listings confirm the 2026 date, Bryant Park Lawn location and free admission. Unpublished end times remain Unknown."
NYC-2026-MN-000270,BRYANT-PICNIC-DANCE-PARTY-2026,Bryant Park Picnic Performance: Dance Party All-Stars,Confirmed,Annual / Returning,Unknown,Dance Event,Live dance party and music,2026-09-10,2026-09-10,Thursday,19:00,Unknown,Official listing; end time left Unknown when not published in the reviewed source.,Manhattan,Midtown,Bryant Park Lawn,"Bryant Park, New York, NY 10018",Unknown,Unknown,Unknown,Unknown,10018,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=Bryant+Park%2C+New+York%2C+NY+10018,https://maps.apple.com/?q=Bryant+Park%2C+New+York%2C+NY+10018,Unknown,Unknown,Unknown,Free,Unknown,Unknown,Large,5,3,"Lawn opening, performance start, crowd peak and evening skyline light","Social dancers, live performers, audience participation and Bryant Park atmosphere",Open lawn and Midtown skyline provide strong late-day light.,Stage lighting and skyline become stronger after sunset.,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,Yes,No,No,No,No,No,Bryant Park Corporation / presenting cultural partners,https://bryantpark.org/activities/picnic-performances,Unknown,Unknown,Unknown,https://www.nycgovparks.org/events/2026/09/10/bryant-park-picnic-performance-dance-party-allstars-alfredo,https://bryantpark.org/activities/picnic-performances,Unknown,High,2026-07-16,"Official NYC Parks/Bryant Park listings confirm the 2026 date, Bryant Park Lawn location and free admission. Unpublished end times remain Unknown."
NYC-2026-MN-000271,BRYANT-PICNIC-911-TRIBUTE-2026,Bryant Park Picnic Performance: Tribute Concert — 25th Anniversary of September 11,Confirmed,Annual / Returning,Unknown,Civic Event,September 11 memorial concert,2026-09-11,2026-09-11,Friday,19:00,Unknown,Official listing; end time left Unknown when not published in the reviewed source.,Manhattan,Midtown,Bryant Park Lawn,"Bryant Park, New York, NY 10018",Unknown,Unknown,Unknown,Unknown,10018,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=Bryant+Park%2C+New+York%2C+NY+10018,https://maps.apple.com/?q=Bryant+Park%2C+New+York%2C+NY+10018,Unknown,Unknown,Unknown,Free,Unknown,Unknown,Large,4,4,"Lawn opening, performance start, crowd peak and evening skyline light","Memorial performance, audience emotion, city symbolism and evening park atmosphere",Open lawn and Midtown skyline provide strong late-day light.,Stage lighting and skyline become stronger after sunset.,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,Yes,No,No,No,No,No,Bryant Park Corporation / presenting cultural partners,https://bryantpark.org/activities/picnic-performances,Unknown,Unknown,Unknown,https://www.nycgovparks.org/events/festivals,https://bryantpark.org/activities/picnic-performances,Unknown,High,2026-07-16,"Official NYC Parks/Bryant Park listings confirm the 2026 date, Bryant Park Lawn location and free admission. Unpublished end times remain Unknown."
NYC-2026-BX-000052,HEALING-HER-BRONX-2026,"Healing Her: Mind, Body & the Bronx",Confirmed,Annual / Returning,Unknown,Community Program,Women’s wellness and community event,2026-08-15,2026-08-15,Saturday,12:00,15:30,Unknown,The Bronx,Hunts Point,"Gymnasium, Hunts Point Recreation Center","Hunts Point Recreation Center, Bronx, NY",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=Hunts+Point+Recreation+Center%2C+Bronx%2C+NY,https://maps.apple.com/?q=Hunts+Point+Recreation+Center%2C+Bronx%2C+NY,Unknown,Unknown,Unknown,Free,Unknown,Unknown,Medium,3,3,Opening program and peak group activities,"Wellness activities, community participation, group movement and Bronx neighborhood life",Unknown,Unknown,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,Unknown,No,No,No,No,No,NYC Parks,https://www.nycgovparks.org/events/festivals,Unknown,Unknown,Unknown,https://www.nycgovparks.org/events/festivals,Unknown,Unknown,High,2026-07-16,Official NYC Parks festivals calendar lists this free event at Hunts Point Recreation Center from noon to 3:30 PM on the recorded date.
NYC-2026-BX-000053,HEALING-HER-BRONX-2026,"Healing Her: Mind, Body & the Bronx",Confirmed,Annual / Returning,Unknown,Community Program,Women’s wellness and community event,2026-08-22,2026-08-22,Saturday,12:00,15:30,Unknown,The Bronx,Hunts Point,"Gymnasium, Hunts Point Recreation Center","Hunts Point Recreation Center, Bronx, NY",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=Hunts+Point+Recreation+Center%2C+Bronx%2C+NY,https://maps.apple.com/?q=Hunts+Point+Recreation+Center%2C+Bronx%2C+NY,Unknown,Unknown,Unknown,Free,Unknown,Unknown,Medium,3,3,Opening program and peak group activities,"Wellness activities, community participation, group movement and Bronx neighborhood life",Unknown,Unknown,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,Unknown,No,No,No,No,No,NYC Parks,https://www.nycgovparks.org/events/festivals,Unknown,Unknown,Unknown,https://www.nycgovparks.org/events/festivals,Unknown,Unknown,High,2026-07-16,Official NYC Parks festivals calendar lists this free event at Hunts Point Recreation Center from noon to 3:30 PM on the recorded date.
NYC-2026-BX-000054,HEALING-HER-BRONX-2026,"Healing Her: Mind, Body & the Bronx",Confirmed,Annual / Returning,Unknown,Community Program,Women’s wellness and community event,2026-08-29,2026-08-29,Saturday,12:00,15:30,Unknown,The Bronx,Hunts Point,"Gymnasium, Hunts Point Recreation Center","Hunts Point Recreation Center, Bronx, NY",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=Hunts+Point+Recreation+Center%2C+Bronx%2C+NY,https://maps.apple.com/?q=Hunts+Point+Recreation+Center%2C+Bronx%2C+NY,Unknown,Unknown,Unknown,Free,Unknown,Unknown,Medium,3,3,Opening program and peak group activities,"Wellness activities, community participation, group movement and Bronx neighborhood life",Unknown,Unknown,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,Unknown,No,No,No,No,No,NYC Parks,https://www.nycgovparks.org/events/festivals,Unknown,Unknown,Unknown,https://www.nycgovparks.org/events/festivals,Unknown,Unknown,High,2026-07-16,Official NYC Parks festivals calendar lists this free event at Hunts Point Recreation Center from noon to 3:30 PM on the recorded date.
NYC-2026-BX-000055,HEALING-HER-BRONX-2026,"Healing Her: Mind, Body & the Bronx",Confirmed,Annual / Returning,Unknown,Community Program,Women’s wellness and community event,2026-09-05,2026-09-05,Saturday,12:00,15:30,Unknown,The Bronx,Hunts Point,"Gymnasium, Hunts Point Recreation Center","Hunts Point Recreation Center, Bronx, NY",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=Hunts+Point+Recreation+Center%2C+Bronx%2C+NY,https://maps.apple.com/?q=Hunts+Point+Recreation+Center%2C+Bronx%2C+NY,Unknown,Unknown,Unknown,Free,Unknown,Unknown,Medium,3,3,Opening program and peak group activities,"Wellness activities, community participation, group movement and Bronx neighborhood life",Unknown,Unknown,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,Unknown,No,No,No,No,No,NYC Parks,https://www.nycgovparks.org/events/festivals,Unknown,Unknown,Unknown,https://www.nycgovparks.org/events/festivals,Unknown,Unknown,High,2026-07-16,Official NYC Parks festivals calendar lists this free event at Hunts Point Recreation Center from noon to 3:30 PM on the recorded date.
